id;title;title_short;redundant;preferred_version;hardware;aga;ntsc;scale;vshift;hshift;killaga;gamepad;lightgun;note;issues;hack;release_date;country;language;developer;publisher;players;slave_args;slave_version;slave_path;archive_path;category;subcategory;hol_id;lemon_id
game--xout1disk--xout1disk;X-Out;X-Out;1;game--xout2disk--xout2disk;OCS;;0;5;;;;1;;;;;1990;;English;Rainbow Arts;Rainbow Arts;1;;v1.2;XOut1Disk/XOut1Disk.Slave;game/XOut_v1.2_1Disk_1274.lha;Game;Shoot'em Up - Horizontal;1611;1155
game--xenon21disk--xenon21disk;Xenon 2: Megablast;Xenon 2: Megablast;1;game--xenon2ntsc--xenon2ntsc;OCS;;0;5;16;;;;;;;;1989;;English;Bitmap Brothers, The Assembly Line;Image Works, Cinemaware;2 (taking turns);;v1.12;Xenon21Disk/Xenon21Disk.Slave;game/Xenon2_v1.12_1Disk_2234.lha;Game;Shoot'em Up - Vertical;1605;1151
game--xtremeracing&datadisksaga--xtremeracing&datadisksaga;XTreme Racing;XTreme Racing;;;AGA;1;0;;;;;1;;;;;1995;;English;Silltunna;Black Magic, Guildhall;4 (8 with serial link);;v1.1;XTremeRacing&DataDisksAGA/XTremeRacing&DataDisksAGA.slave;game/XTremeRacing&DataDisks_v1.1_AGA_0164&1807.lha;Game;Racing - Arcade;4507;1183
game--xenophobe--xenophobe;Xenophobe;Xenophobe;;;OCS;;2;;;;;;;;;;1989;;English;Visage;MicroPlay, MicroStyle;2;;v1.1;Xenophobe/Xenophobe.slave;game/Xenophobe_v1.1.lha;Game;Run & Gun;1607;1153
game--xenon22disk--xenon22disk;Xenon 2: Megablast;Xenon 2: Megablast;1;game--xenon2ntsc--xenon2ntsc;OCS;;0;5;16;;;;;;;;1989;;English;Bitmap Brothers, The Assembly Line;Image Works, Cinemaware;2 (taking turns);;v1.12;Xenon22Disk/Xenon22Disk.Slave;game/Xenon2_v1.12_2Disk_0297.lha;Game;Shoot'em Up - Vertical;1605;1151
game--xenonarcadia--xenonarcadia;Xenon (Arcadia);Xenon (Arcadia);;;OCS/Arcadia;;2;;;;;1;;;;;1988;;English;Bitmap Brothers;Arcadia Systems;1;CUSTOM1=1;v0.2;XenonArcadia/XenonArcadia.slave;game/Xenon_v0.2_Arcadia.lha;Game;Shoot'em Up - Vertical;5236;1152
game--xout2disk--xout2disk;X-Out;X-Out;;;OCS;;0;5;;;;1;;;;;1990;;English;Rainbow Arts;Rainbow Arts;1;;v1.2;XOut2Disk/XOut2Disk.Slave;game/XOut_v1.2_2Disk_0412.lha;Game;Shoot'em Up - Horizontal;1611;1155
game--xenomorph--xenomorph;Xenomorph;Xenomorph;;;OCS;;0;;;;;;;;;;1990;;English;Pandora;Pandora;1;;v1.1;Xenomorph/Xenomorph.slave;game/Xenomorph_v1.1_0296.lha;Game;RPG - First Person Dungeon;1603;1150
game--ultimatextremeracingcd--ultimatextremeracingcd;Ultimate XTreme Racing;Ultimate XTreme Racing;1;;AGA/CD;1;0;;;;;;;;;;2000;;English;Silltunna;Alive Mediasoft;4;;v1.1;UltimateXTremeRacingCD/UltimateXTremeRacingCD.slave;game/UltimateXTremeRacing_v1.1_AGA_CD.lha;Game;Racing - Arcade;3395;-2
game--xiphos--xiphos;Xiphos;Xiphos;;;OCS;;0;5;;;;;;;;;1990;;English, German, French;Voodoo;Electronic Zoo;1;;v1.0;Xiphos/Xiphos.Slave;game/Xiphos_v1.0_1062.lha;Game;;1608;2484
game--xybots--xybots;Xybots;Xybots;;;OCS;;2;;;;;;;;;;1989;;English;Teque;Domark, Tengen;2;;v1.1;Xybots/Xybots.Slave;game/Xybots_v1.1_1707.lha;Game;;1617;1156
game--xtremeracingaga--xtremeracingaga;XTreme Racing;XTreme Racing;1;game--xtremeracing&datadisksaga--xtremeracing&datadisksaga;AGA;1;0;;;;;1;;;;;1995;;English;Silltunna;Black Magic, Guildhall;4 (8 with serial link);;v1.1;XTremeRacingAGA/XTremeRacingAGA.slave;game/XTremeRacing_v1.1_AGA_0164.lha;Game;Racing - Arcade;1616;1183
game--xenon2ntsc--xenon2ntsc;Xenon 2: Megablast;Xenon 2: Megablast;;;OCS;;3;;;;;;;;;;1989;;English;Bitmap Brothers, The Assembly Line;Image Works, Cinemaware;2 (taking turns);;v1.12;Xenon2NTSC/Xenon2NTSC.Slave;game/Xenon2_v1.12_NTSC.lha;Game;Shoot'em Up - Vertical;1605;1151
game--xenex--xenex;Xenex;Xenex;;;OCS;;0;4;;;;;;;;;1994;;English;Scorpius;Scorpius;2;;v1.0;Xenex/Xenex.Slave;game/Xenex_v1.0.lha;Game;;5209;2524
game--xp8--xp8;XP8;XP8;1;game--xp8aga--xp8aga;OCS;;0;;;;;1;;;;;1996;;English;WeatherMine;Effigy;2 (taking turns);;v2.1;XP8/XP8.slave;game/XP8_v2.1_0607.lha;Game;Shoot'em Up - Vertical;1612;2467
game--xp8aga--xp8aga;XP8;XP8;;;AGA;1;0;4;;;;1;;;;;1996;;English;WeatherMine;Effigy;2 (taking turns);;v2.1;XP8AGA/XP8AGA.slave;game/XP8_v2.1_AGA.lha;Game;Shoot'em Up - Vertical;1613;1189
game--xit--xit;X-It;X-It;;;OCS;;0;5;;;;;;;;;1995;;English;Data Designs;Psygnosis;1;;v1.1;XIt/XIt.Slave;game/XIt_v1.1_1585.lha;Game;;1609;1154
game--xenon2cdtv--xenon2cdtv;Xenon 2: Megablast;Xenon 2: Megablast;1;game--xenon2ntsc--xenon2ntsc;OCS/CDTV;;0;5;16;;;;;;;;1989;;English;Bitmap Brothers, The Assembly Line;Image Works;2 (taking turns);;v1.7;Xenon2CDTV/Xenon2CDTV.Slave;game/Xenon2_v1.7_CDTV.lha;Game;Shoot'em Up - Vertical;1606;4156
game--lemmingsxmasdemo1991--lemmingsxmasdemo1991;Xmas Lemmings 1991;Lemmings - Xmas 1991;;;OCS;;0;5;;;;;;;;;1991;;English;DMA Design;Psygnosis;1;;v1.1;LemmingsXmasDemo1991/LemmingsXmasDemo1991.slave;game/LemmingsXmasDemo1991_v1.1.lha;Game;Action - Strategy;6012;-2
game--lemmingsxmasdemo1992--lemmingsxmasdemo1992;Xmas Lemmings 1992;Lemmings - Xmas 1992;;;OCS;;0;5;;;;;;;;;1992;;English;DMA Design;Psygnosis;1;;v1.0;LemmingsXmasDemo1992/LemmingsXmasDemo1992.Slave;game/LemmingsXmasDemo1992_v1.0.lha;Game;Action - Strategy;6013;-2
game--xr35--xr35;XR-35 Fighter Mission;XR-35 Fighter Mission;;;OCS;;0;4;;;;;;;;;1988;;English;Anco;Anco;1;;v1.1;XR35/XR35.Slave;game/XR35_v1.1_0034.lha;Game;Shoot'em Up - Horizontal;1615;2526
game--xenon--xenon;Xenon;Xenon;;;OCS;;2;;;;;;;;;;1988;;English;Bitmap Brothers;Arcadia, Melbourne House;2 (taking turns);;v1.2;Xenon/Xenon.slave;game/Xenon_v1.2_0399.lha;Game;Shoot'em Up - Vertical;1604;1152
game--oswalddk--oswalddk;OsWALD of the Ice Floes;OsWALD;;game--oswaldntsc--oswaldntsc;OCS;;0;;;;;;;;;;1988;;Danish;SilverRock;Centaur, SilverRock;1;;v1.1;OswaldDk/OswaldDk.Slave;game/Oswald_v1.1_Dk.lha;Game;;2326;2764
game--omega--omega;Omega;Omega;;;OCS;;2;;;;;;;;;;1990;;English;MicroMagic;Origin;1;;v1.0;Omega/Omega.Slave;game/Omega_v1.0_0373.lha;Game;;2291;796
game--onestepbeyond--onestepbeyond;One Step Beyond;One Step Beyond;;;OCS;;0;5;13;;;1;;;;;1993;;English;Red Rat;Ocean;1;;v1.2;OneStepBeyond/OneStepBeyond.slave;game/OneStepBeyond_v1.2_2580.lha;Game;;2303;1777
game--oath--oath;The Oath;Oath;;;OCS;;0;5;11;;;;;;;;1991;;English;Attic;Attic;2;;v2.1;Oath/Oath.Slave;game/Oath_v2.1.lha;Game;Shoot'em Up - Horizontal;2274;2438
game--oxxonian--oxxonian;Oxxonian;Oxxonian;;;OCS;;0;;;;;;;;;;1989;;English;Time Warp;Time Warp;1;;v1.0;Oxxonian/Oxxonian.Slave;game/Oxxonian_v1.0.lha;Game;;2343;3079
game--operationneptune--operationneptune;Operation Neptune;Operation Neptune;;;OCS;;0;5;;;;;;;;;1989;;English;Infogrames;Infogrames;1;;v1.0;OperationNeptune/OperationNeptune.Slave;game/OperationNeptune_v1.0_0546.lha;Game;;2314;804
game--omnicronconspiracyde--omnicronconspiracyde;Omnicron Conspiracy;Omnicron Conspiracy;;game--omnicronconspiracy--omnicronconspiracy;OCS;;2;;;;;;;;;;1990;;German;Image Works;Image Works;1;;v1.1;OmnicronConspiracyDe/OmnicronConspiracyDe.Slave;game/OmnicronConspiracy_v1.1_De_1370.lha;Game;Adventure;2292;797
game--obsession--obsession;Obsession;Obsession;;;OCS;;0;4;;;;;;;;;1995;;English;Blade;Unique Development;8 (taking turns);;v1.1;Obsession/Obsession.Slave;game/Obsession_v1.1_2199.lha;Game;;2277;1441
game--ooze--ooze;Ooze: Creepy Nites;Ooze;;;OCS;;0;;;;;;;;;;1989;;English;Dragonware Games;Dragonware Games;1;;v1.0;Ooze/Ooze.Slave;game/Ooze_v1.0_2315.lha;Game;;2310;802
game--operationcleanstreetsntsc--operationcleanstreetsntsc;Operation: Cleanstreets;Operation: Cleanstreets;;;OCS;;2;;;;;;;;;;1988;;English;Silmarils;Brøderbund;1;;v2.1;OperationCleanstreetsNTSC/OperationCleanstreetsNTSC.Slave;game/OperationCleanstreets_v2.1_NTSC.lha;Game;;2319;-2
game--operationg2demo--operationg2demo;Operation GII (Demo);Operation GII;;;OCS;;0;5;;;;;;;;;1992;;English;Psygnosis;Psygnosis;1;;v1.0;OperationG2Demo/OperationG2Demo.Slave;game/OperationG2Demo_v1.0_1475.lha;Game;RPG - First Person Dungeon;4417;2975
game--obliterator--obliterator;Obliterator;Obliterator;;;OCS;;2;;;;;;;;;;1988;;English;Psygnosis;Psygnosis;1;;v1.3;Obliterator/Obliterator.slave;game/Obliterator_v1.3_0706.lha;Game;;2276;1204
game--overthenetntsc--overthenetntsc;Over the Net;Over the Net;;;OCS;;4;;;;;;;;;;1990;;English;Dardari Bros;Genias, Merit;4;;v1.1;OverTheNetNTSC/OverTheNetNTSC.Slave;game/OverTheNet_v1.1_NTSC_2439.lha;Game;Sports - Volleyball;2335;808
game--oscaraga--oscaraga;Oscar;Oscar;;;AGA;1;0;;;;;1;;;;;1993;;English;Flair;Flair;1;CUSTOM2=1;v2.3;OscarAGA/OscarAGA.Slave;game/Oscar_v2.3_AGA_1095.lha;Game;;2324;2143
game--oilimperiumde--oilimperiumde;Oil Imperium;Oil Imperium;;game--oilimperium--oilimperium;OCS;;2;;;;;;;;;;1989;;German;reLINE;Rainbow Arts, reLINE;4 (taking turns);;v1.6;OilImperiumDe/OilImperiumDe.Slave;game/OilImperium_v1.6_De_0545.lha;Game;Simulation - Business;2284;1443
game--oktagon--oktagon;Oktagon;Oktagon;;;OCS;;0;4;;;;;;;;;1993;;English;Dirk Reimers;Amiga Fun;2;;v1.0;Oktagon/Oktagon.Slave;game/Oktagon_v1.0.lha;Game;;4151;-2
game--obitus--obitus;Obitus;Obitus;;;OCS;;0;5;;;;;;;;;1991;;English;Scenario;Psygnosis;1;;v1.5;Obitus/Obitus.Slave;game/Obitus_v1.5.lha;Game;RPG - First Person Dungeon;2275;2141
game--operationstealthfr--operationstealthfr;Operation Stealth;Operation Stealth;;game--operationstealth--operationstealth;OCS;;0;5;;;;;;;;;1990;;French;Delphine;U.S. Gold;1;;v2.1;OperationStealthFr/OperationStealthFr.slave;game/OperationStealth_v2.1_Fr_1654.lha;Game;Adventure - Point & Click;2316;2440
game--oilimperium--oilimperium;Oil Imperium;Oil Imperium;;;OCS;;2;;;;;;;;;;1989;;English;reLINE;Rainbow Arts, reLINE;4 (taking turns);;v1.6;OilImperium/OilImperium.Slave;game/OilImperium_v1.6_3039.lha;Game;Simulation - Business;2284;1443
game--oscarcd32--oscarcd32;Oscar;Oscar;1;game--oscaraga--oscaraga;AGA/CD32;1;0;;;;;1;;;;;1993;;English;Flair;Flair;1;CUSTOM2=1;v2.3;OscarCD32/OscarCD32.Slave;game/Oscar_v2.3_CD32.lha;Game;;2325;3652
game--offshorewarrior--offshorewarrior;Off Shore Warrior;Off Shore Warrior;;;OCS;;0;5;-8;;;;;;;;1988;;English;Titus;Titus;1;;v1.1a;OffShoreWarrior/OffShoreWarrior.Slave;game/OffShoreWarrior_v1.1a_2968.lha;Game;;2279;794
game--overdriveinfacto--overdriveinfacto;Overdrive (Infacto);Overdrive (Infacto);;;OCS;;0;5;;;;;;;;;1993;;English;Infacto;Infacto;2;;v1.0;OverdriveInfacto/OverdriveInfacto.Slave;game/Overdrive_v1.0_Infacto.lha;Game;Shoot'em Up - Vertical;5168;3599
game--operationjupiterfr--operationjupiterfr;Operation Jupiter;Operation Jupiter;;game--hostages--hostages;OCS;;0;5;;;;;;;;;1988;;French;Infogrames;Infogrames;1;;v1.2;OperationJupiterFr/OperationJupiterFr.Slave;game/OperationJupiter_v1.2_Fr_0374.lha;Game;;2313;504
game--oscarcd32ntsc--oscarcd32ntsc;Oscar;Oscar;1;game--oscaraga--oscaraga;AGA/CD32;1;3;;;;;1;;;;;1993;;English;Flair;Flair;1;CUSTOM2=1;v2.3;OscarCD32NTSC/OscarCD32NTSC.Slave;game/Oscar_v2.3_CD32_NTSC.lha;Game;;2325;3652
game--onslaught--onslaught;Onslaught;Onslaught;;;OCS;;2;;;;;;;;;;1989;;English;Realms;Hewson;1;;v1.21;Onslaught/Onslaught.slave;game/Onslaught_v1.21_0869.lha;Game;;2306;800
game--operationstealth--operationstealth;Operation Stealth;Operation Stealth;;;OCS;;0;5;8;;;;;;;;1990;;English;Delphine;U.S. Gold;1;;v2.1;OperationStealth/OperationStealth.slave;game/OperationStealth_v2.1_1052.lha;Game;Adventure - Point & Click;2316;2440
game--orkattackthereturn--orkattackthereturn;Ork Attack: The Return;Ork Attack: The Return;;;OCS;;0;;;;;;;;;;1992;;English;Ian West;Ian West;1;;v1.0;OrkAttackTheReturn/OrkAttackTheReturn.Slave;game/OrkAttackTheReturn_v1.0.lha;Game;;5384;1894
game--oozede--oozede;Ooze: Als Die Geister Mürbe Wurden;Ooze;;game--ooze--ooze;OCS;;0;;;;;;;;;;1988;;German;Dragonware Games;Dragonware Games;1;;v1.0;OozeDe/OozeDe.Slave;game/Ooze_v1.0_De_1255.lha;Game;;4327;802
game--ogrentsc--ogrentsc;Ogre;Ogre;;;OCS;;4;;;;;;;;;;1986;;English;MicroMagic;MicroProse, Origin;2 (taking turns);;v1.0;OgreNTSC/OgreNTSC.Slave;game/Ogre_v1.0_NTSC_1386.lha;Game;;2282;1442
game--operationstealthes--operationstealthes;Operation Stealth;Operation Stealth;;game--operationstealth--operationstealth;OCS;;0;5;;;;;;;;;1990;;Spanish;Delphine;U.S. Gold;1;;v2.1;OperationStealthEs/OperationStealthEs.slave;game/OperationStealth_v2.1_Es.lha;Game;Adventure - Point & Click;2316;2440
game--overlordrowan--overlordrowan;Overlord;Overlord;;;OCS;;0;5;;;;;;;;;1994;;English;Rowan;Virgin;1;;v1.0;OverlordRowan/OverlordRowan.Slave;game/Overlord_v1.0_Rowan_1312.lha;Game;;2341;811
game--operationstealthit--operationstealthit;Operation Stealth;Operation Stealth;;game--operationstealth--operationstealth;OCS;;0;5;;;;;;;;;1990;;Italian;Delphine;U.S. Gold;1;;v2.1;OperationStealthIt/OperationStealthIt.slave;game/OperationStealth_v2.1_It.lha;Game;Adventure - Point & Click;2316;2440
game--ohnomorelemmingsntsc--ohnomorelemmingsntsc;Oh No! More Lemmings;Oh No! More Lemmings;;;OCS;;0;5;;;;;;;;;1991;;English;DMA;Psygnosis;2;;v1.2;OhNoMoreLemmingsNTSC/OhNoMoreLemmingsNTSC.Slave;game/OhNoMoreLemmings_v1.2_NTSC.lha;Game;Action - Strategy;2283;795
game--operationstealthde--operationstealthde;Operation Stealth;Operation Stealth;;game--operationstealth--operationstealth;OCS;;0;5;;;;;;;;;1990;;German;Delphine;U.S. Gold;1;;v2.1;OperationStealthDe/OperationStealthDe.slave;game/OperationStealth_v2.1_De_0375.lha;Game;Adventure - Point & Click;2316;2440
game--outrun--outrun;Out Run;Out Run;1;game--outrunntsc--outrunntsc;OCS;;0;;;;;;;;;;1989;;English;Probe;U.S. Gold;1;;v1.2;OutRun/OutRun.slave;game/OutRun_v1.2_1161.lha;Game;Racing - Arcade;2329;807
game--omnicronconspiracy--omnicronconspiracy;Omnicron Conspiracy;Omnicron Conspiracy;;;OCS;;2;;;;;;;;;;1990;;English;Image Works;Image Works;1;;v1.1;OmnicronConspiracy/OmnicronConspiracy.Slave;game/OmnicronConspiracy_v1.1_2200.lha;Game;Adventure;2292;797
game--ork--ork;Ork;Ork;;;OCS;;0;;;;;;;;;;1991;;English;W. J. S.;Psygnosis;1;;v1.2.2;Ork/Ork.Slave;game/Ork_v1.2.2_0219.lha;Game;;2322;1778
game--operationcombat2--operationcombat2;Operation Combat II: By Land, Sea & Air;Operation Combat II;;;OCS;;0;5;-4;;;;;;;;1993;;English;Merit Software;Merit Software;2 (supports serial link);;v1.0;OperationCombat2/OperationCombat2.Slave;game/OperationCombat2_v1.0_1665.lha;Game;;4996;-2
game--outrunntsc--outrunntsc;Out Run;Out Run;;;OCS;;4;;;;;;;;;;1988;;English;ICE Software;Sega, U.S. Gold;1;;v1.2;OutRunNTSC/OutRunNTSC.slave;game/OutRun_v1.2_NTSC_2355.lha;Game;Racing - Arcade;1527;1350
game--ohnomorelemmings--ohnomorelemmings;Oh No! More Lemmings;Oh No! More Lemmings;1;game--ohnomorelemmingsntsc--ohnomorelemmingsntsc;OCS;;0;5;;;;;;;;;1991;;English;DMA;Psygnosis;2;;v1.2;OhNoMoreLemmings/OhNoMoreLemmings.Slave;game/OhNoMoreLemmings_v1.2_0697.lha;Game;Action - Strategy;2283;795
game--operationharrier--operationharrier;Operation Harrier;Operation Harrier;;;OCS;;0;5;;;;1;;;;;1990;;English;Creative Materials;U.S. Gold;1;CUSTOM2=1;v1.3;OperationHarrier/OperationHarrier.slave;game/OperationHarrier_v1.3_1051.lha;Game;;2312;2439
game--outofthisworldntsc--outofthisworldntsc;Out of This World;Out of This World;1;game--anotherworld--anotherworld;OCS;;3;;;;;;;;;;1991;;English;Delphine;Interplay;1;;v2.8;OutOfThisWorldNTSC/OutOfThisWorldNTSC.Slave;game/OutOfThisWorld_v2.8_NTSC_1556.lha;Game;Platform - Adventure;2328;2565
game--operationfirestorm--operationfirestorm;Operation Firestorm;Operation Firestorm;;;OCS;;0;;;;;;;;;;1993;;English;Phil Ruston;F1 Licenceware;1;;v1.1;OperationFirestorm/OperationFirestorm.slave;game/OperationFirestorm_v1.1.lha;Game;;5694;-2
game--oneononentsc--oneononentsc;One on One;One on One;;;OCS;;4;;;;;;;;;;1985;;English;Digital Creations;Ariolasoft, Electronic Arts;2;;v1.1;OneOnOneNTSC/OneOnOneNTSC.slave;game/OneOnOne_v1.1_NTSC_0907.lha;Game;Sports - Basketball;2302;3258
game--orkntsc--orkntsc;Ork;Ork;1;game--ork--ork;OCS;;3;;;;;;;;;;1991;;English;W. J. S.;Psygnosis;1;;v1.2.2;OrkNTSC/OrkNTSC.Slave;game/Ork_v1.2.2_NTSC_1374.lha;Game;;2322;1778
game--oblivion--oblivion;Oblivion;Oblivion;;;OCS;;0;;;;;;;;;;1993;;English;Mark Sibly;Shareware;2 (taking turns);;v1.0;Oblivion/Oblivion.Slave;game/Oblivion_v1.0.lha;Game;;5904;-2
game--operationwolf--operationwolf;Operation Wolf;Operation Wolf;;;OCS;;0;5;14;;;;1;;;;1988;;English;Ocean France;Ocean, Taito;1;;v1.4;OperationWolf/OperationWolf.Slave;game/OperationWolf_v1.4_1128.lha;Game;;2318;803
game--overkillaga--overkillaga;Overkill;Overkill;;;AGA;1;0;4;-10;;;;;;;;1992;;English;Vision;DigiSoft, Mindscape, The Wild Bunch;2 (taking turns);;v1.1;OverkillAGA/OverkillAGA.slave;game/Overkill_v1.1_AGA_0707.lha;Game;Shoot'em Up - Horizontal;2337;2099
game--overlander--overlander;Overlander;Overlander;;;OCS;;0;;;;;;;;;;1989;;English;Elite;Elite;1;;v1.0;Overlander/Overlander.Slave;game/Overlander_v1.0_1552.lha;Game;;2339;810
game--outzone--outzone;Outzone;Outzone;;;OCS;;0;5;;;;;;;;;1991;;English;Lankhor;Lankhor;1;;v1.1;Outzone/Outzone.Slave;game/Outzone_v1.1_2333.lha;Game;Shoot'em Up - Horizontal;2334;2598
game--odyssey--odyssey;Odyssey;Odyssey;;;OCS;;0;5;28;;;;;;;;1995;;English;Unconscious Minds;Audiogenic;1;;v2.1;Odyssey/Odyssey.slave;game/Odyssey_v2.1_2854.lha;Game;Platform - Puzzle;2278;793
game--orbitaldestroyer--orbitaldestroyer;Orbital Destroyer;Orbital Destroyer;;;OCS;;2;;;;;;2;;;;1990;;English;Software Creations;Trojan;1;;v2.0;OrbitalDestroyer/OrbitalDestroyer.Slave;game/OrbitalDestroyer_v2.0_2230.lha;Game;;5045;-2
game--omnicronconspiracyfr--omnicronconspiracyfr;Omnicron Conspiracy;Omnicron Conspiracy;;game--omnicronconspiracy--omnicronconspiracy;OCS;;2;;;;;;;;;;1990;;French;Image Works;Image Works;1;;v1.1;OmnicronConspiracyFr/OmnicronConspiracyFr.Slave;game/OmnicronConspiracy_v1.1_Fr.lha;Game;Adventure;2292;797
game--ooopsup--ooopsup;Ooops Up;Ooops Up;;;OCS;;0;4;;;;;;;;;1990;;English;Silicon Warriors;Demonware;2;;v2.1;OoopsUp/OoopsUp.Slave;game/OoopsUp_v2.1_1283.lha;Game;;2308;801
game--overdriveteam17--overdriveteam17;Overdrive (Team 17);Overdrive (Team 17);;;OCS;;0;4;;;;;;;;;1993;;English;Psionic;Team 17;1 (2 with serial link);;v2.0;OverdriveTeam17/OverdriveTeam17.Slave;game/Overdrive_v2.0_Team17_1149.lha;Game;Racing - Top-Down;2336;809
game--orientalgames--orientalgames;Oriental Games;Oriental Games;;;OCS;;0;5;20;;;;;;;;1990;;English;Source;MicroStyle;16 (2 simultaneously);;v2.0;OrientalGames/OrientalGames.Slave;game/OrientalGames_v2.0_2263.lha;Game;Sports - Martial Arts;2321;2984
game--outruneuropa--outruneuropa;Out Run Europa;Out Run Europa;;;OCS;;0;;;;;;;;;;1991;;English;Probe;U.S. Gold;1;;v1.3;OutRunEuropa/OutrunEuropa.slave;game/OutRunEuropa_v1.3.lha;Game;Racing - Arcade;2330;806
game--operationthunderbolt--operationthunderbolt;Operation Thunderbolt;Operation Thunderbolt;;;OCS;;0;5;24;;;;1;;;;1989;;English;Ocean;Ocean;2;;v1.4a;OperationThunderbolt/OperationThunderbolt.slave;game/OperationThunderbolt_v1.4a_0547.lha;Game;;2317;1280
game--overlorddemorowan--overlorddemorowan;Overlord;Overlord;1;game--overlordrowan--overlordrowan;OCS;;0;5;;;;;;;;;1994;;English;Rowan;Virgin;1;;v1.0;OverlordDemoRowan/OverlordDemoRowan.Slave;game/OverlordDemo_v1.0_Rowan.lha;Game;;2341;811
game--onetoonematch--onetoonematch;One to One Match;One to One Match;;;OCS;;2;;;;;;;;;;1989;;English;Computer Sight;Electronic Arts;1;;v1.0;OneToOneMatch/OneToOneMatch.Slave;game/OneToOneMatch_v1.0.lha;Game;;2304;2886
game--kickoff2pluswc90de--kickoff2pluswc90de;Kick Off 2: World Cup 1990;Kick Off 2: World Cup 1990;;game--kickoff2pluswc90--kickoff2pluswc90;OCS;;0;5;32;;;;;;;;1990;;German;Dino Dini;Anco;8 (4 simultaneously);;v1.09;KickOff2PlusWC90De/KickOff2PlusWC90De.slave;game/KickOff2PlusWorldCup90_v1.09_De_0689.lha;Game;Sports - Soccer;2560;632
game--kingsquestenhanced--kingsquestenhanced;King's Quest I: Quest for the Crown (Enhanced);King's Quest I (Enhanced);;;OCS;;2;;;;;;;;;;1990;;English;Sierra;Sierra;1;;v1.3;KingsQuestEnhanced/KingsQuestEnhanced.slave;game/KingsQuestEnhanced_v1.3_1436.lha;Game;Adventure - Graphic;2585;1765
game--kingsbountyntsc--kingsbountyntsc;King's Bounty;King's Bounty;;;OCS;;4;;;;;;;;;;1991;;English;New World Computing;New World Computing;1;;v1.01;KingsBountyNTSC/KingsBountyNTSC.Slave;game/KingsBounty_v1.01_NTSC.lha;Game;;2583;3071
game--kajkoikokoszpl--kajkoikokoszpl;Kajko i Kokosz;Kajko i Kokosz;;game--kajkoikokosz--kajkoikokosz;OCS;;0;;;;;;;;;;1995;;Polish;Seven Stars;Seven Stars;1;;v1.1;KajkoIKokoszPl/KajkoIKokoszPl.Slave;game/KajkoIKokosz_v1.1_Pl.lha;Game;Adventure - Point & Click;4509;3271
game--kickoff2pluswc90it--kickoff2pluswc90it;Kick Off 2: World Cup 1990;Kick Off 2: World Cup 1990;;game--kickoff2pluswc90--kickoff2pluswc90;OCS;;0;5;32;;;;;;;;1990;;Italian;Dino Dini;Anco;8 (4 simultaneously);;v1.09;KickOff2PlusWC90It/KickOff2PlusWC90It.slave;game/KickOff2PlusWorldCup90_v1.09_It_2573.lha;Game;Sports - Soccer;2560;632
game--klax--klax;Klax;Klax;;;OCS;;2;;;;;;;;;;1990;;English;Teque;Domark, Tengen;2;;v1.3;Klax/Klax.Slave;game/Klax_v1.3_0878.lha;Game;Puzzle - Stacking;2592;645
game--kajkoikokosz--kajkoikokosz;Kayko and Kokosh;Kayko and Kokosh;;;OCS;;0;;;;;;;;;;1995;;English;Seven Stars;Seven Stars;1;;v1.1;KajkoIKokosz/KajkoIKokosz.slave;game/KajkoIKokosz_v1.1.lha;Game;Adventure - Point & Click;4509;3271
game--kickoff2finalwhistlede--kickoff2finalwhistlede;Kick Off 2: The Final Whistle;Kick Off 2: Final Whistle;;game--kickoff2finalwhistle--kickoff2finalwhistle;OCS;;0;5;32;;;;;;;;1991;;German;Dino Dini;Anco;1 (4 simultaneously);;v1.04;KickOff2FinalWhistleDe/KickOff2FinalWhistleDe.Slave;game/KickOff2FinalWhistle_v1.04_De_2739.lha;Game;Sports - Soccer;2562;-2
game--kickoff2it--kickoff2it;Kick Off 2;Kick Off 2;;game--kickoff216--kickoff216;OCS;;0;5;32;;;;;;;;1990;;Italian;Dino Dini;Anco;8 (4 simultaneously);;v1.09;KickOff2It/KickOff2It.slave;game/KickOff2_v1.09_It_2574.lha;Game;Sports - Soccer;2560;632
game--kickoff2de--kickoff2de;Kick Off 2;Kick Off 2;;game--kickoff216--kickoff216;OCS;;0;5;32;;;;;;;;1990;;German;Dino Dini;Anco;8 (4 simultaneously);;v1.09;KickOff2De/KickOff2De.slave;game/KickOff2_v1.09_De_1245.lha;Game;Sports - Soccer;2560;632
game--kikstart2--kikstart2;Kikstart II;Kikstart II;;;OCS;;0;5;;;;;;;;;1987;;English;Icon Design;Mastertronic;2;;v1.1;Kikstart2/Kikstart2.Slave;game/Kikstart2_v1.1.lha;Game;Racing - Side-Scrolling;2571;637
game--kickoff216--kickoff216;Kick Off 2;Kick Off 2;;;OCS;;0;5;32;;;;;;;;1990;;English;Dino Dini;Anco;8 (4 simultaneously);;v1.08;KickOff216/KickOff216.slave;game/KickOff216_v1.08_2191.lha;Game;Sports - Soccer;5785;632
game--kristalde--kristalde;The Kristal;Kristal;;game--kristalntsc--kristalntsc;OCS;;4;;;;;;;;;;1989;;German;Fissionchip;Cinemaware;1;;v1.3;KristalDe/KristalDe.slave;game/Kristal_v1.3_De.lha;Game;Action Adventure;2600;2421
